r,id,Bottle Number,data,Full.Name,Bottle.Price,Glass.Price,Vintage,Type,Producer,Variety,Designation,Vineyard,Country,Region,SubRegion,Appelation,Price,Location,Inventory.Days,Inventory,
barcelona,154,154,,"Garnacha, Bernabeleva, Camino de Navaherreros",38,,2012,Red,Vinedos Bernabeleva,Garnacha,Camino de Navaherreros,NA,Spain,Madrid,NA,Vinos de Madrid,2,DC,21,9,
barcelona,155,155,,"Tempranillo, Senda 66",28,,2010,Red,Bodegas Candalaria,Tempranillo,Senda 66,NA,Spain,Castilla-La Mancha,NA,La Mancha,2,DC,8,29,
barcelona,156,156,1,"Tempranillo, Bodegas Verduguez, Volver",40,,2011,Red,,,,,,,,,2,DC,80,12,
barcelona,157,157,,"Tempranillo, Bodega Fontana, Esencia de Fontana",36,,2011,Red,Bodegas Fontana,Tempranillo,Esencia de Fontana,NA,Spain,Castilla-La Mancha,NA,Ucles,2,DC,27,11,
barcelona,158,158,,"Graciano, Finca Los Alijares",37,,2010,Red,Finca Los Alijares,Graciano,NA,NA,Spain,Castilla-La Mancha,NA,Vino de la Tierra de Castilla,2,DC,36,10,
barcelona,159,159,,"Bobal, Vega Tolosa, 11 Pinos",24,,2011,Red,Vega Tolosa,Bobal,11 Pinos Bobal Old Vines,NA,Spain,Castilla-La Mancha,NA,Manchuela,2,DC,46,16,
barcelona,160,160,,"Bobal, Bodegas Ponce, Clos Lojen",34,,2012,Red,Bodegas Ponce,Bobal,NA,Clos Lojen,Spain,Castilla-La Mancha,NA,Manchuela,2,DC,11,20,
barcelona,161,161,,"Bobal, Bodegas Ponce, La Casilla",52,,2012,Red,Bodegas Ponce,Bobal,La Casilla,NA,Spain,Castilla-La Mancha,NA,Manchuela,2,DC,76,5,
barcelona,162,162,,"Bobal, Finca Sandoval, Signo",45,,2009,Red,Finca Sandoval,Syrah Blend,Signo Bobal,NA,Spain,Castilla-La Mancha,NA,Manchuela,2,DC,39,24,
barcelona,163,163,,"Bodegas Ponce, Buena Pinta",48,,2012,Red,Bodegas Ponce,Garnacha,Buena Pinta,NA,Spain,Castilla-La Mancha,NA,Manchuela,2,DC,68,8,
barcelona,164,164,,"Finca Sandoval, Salia",38,,2009,Red,Finca Sandoval,Syrah Blend,Salia,NA,Spain,Castilla-La Mancha,NA,Manchuela,2,DC,25,27,
barcelona,165,165,,"Almansenas, La Huella de Adaras",30,,2008,Red,Bodegas Almansenas,Red Blend,La Huella de Adaras,NA,Spain,Castilla-La Mancha,NA,Almansa,2,DC,53,19,
barcelona,166,166,,"Pinot Noir, Pagos de Indalia",64,,2011,Red,Pagos de Indalia,Pinot Noir,NA,NA,Spain,Andalucia,NA,Vino de la Tierra Ribera del Andarax,2,DC,25,13,
barcelona,167,167,,"Jos_ Maria da Fonseca, Domini",56,,2007,Red,Jose Maria da Fonseca,Red Blend,Domini,NA,Portugal,Douro,NA,Douro,2,DC,85,20,
barcelona,168,168,,"Prats & Symington, Post Scriptum ",50,,2010,Red,Prats and Symington,Red Blend,Post Scriptum de Chryseia,NA,Portugal,Douro,NA,Douro,2,DC,55,4,
barcelona,169,169,,"Pinot Noir, Jelu",38,,2010,Red,Jelu,Pinot Noir,NA,NA,Argentina,Patagonia,NA,NA,2,DC,98,26,
barcelona,170,170,,"Pinot Noir, Familia Schroeder, Saurus Patagonia Select, Neuquen",48,,2012,Red,Bodega Familia Schroeder,Pinot Noir,Saurus Select,NA,Argentina,Patagonia,NA,Neuquen,2,DC,48,5,
barcelona,171,171,,"Pinot Noir, Chacra, Barda, Rio Negro",68,,2011,Red,Bodega Chacra,Pinot Noir,Barda,NA,Argentina,Patagonia,Rio Negro,Rio Negro,2,DC,31,12,
barcelona,172,172,,"Malbec, Ruta 22, Neuquen",29,,2011,Red,Ruta 22,Malbec,NA,NA,Argentina,Patagonia,NA,Neuquen,2,DC,28,6,
barcelona,173,173,,"Bonarda, Earth First, Organically Grown",28,,2010,Red,Earth First,Bonarda,NA,NA,Argentina,Mendoza,NA,NA,2,DC,9,2,
barcelona,174,174,,"Bonarda, Bodegas Nieto Senetiner, Limited Edition, Agrelo",72,,2009,Red,Bodegas Nieto Senetiner,Bonarda,Limited Edition,NA,Argentina,Mendoza,Lujan de Cuyo,Agrelo,2,DC,23,2,
barcelona,175,175,1,"Malbec, Bodegas Goulart, Clasico",22,,2011,Red,,,,,,,,,2,DC,67,21,
barcelona,176,176,1,"Malbec, Bodegas Goulart, The Marshall",38,,2009,Red,,,,,,,,,2,DC,92,8,
barcelona,177,177,1,"Malbec, Vina Alicia, Paso de Piedra, Las Compuertas",42,,2010,Red,,,,,,,,,2,DC,55,21,
barcelona,178,178,1,"Malbec, Hacienda del Plata, Arriero Reserve, Castro Barros",48,,2009,Red,,,,,,,,,2,DC,94,12,
barcelona,179,179,1,"Malbec, Roberto Bonfanti, Alpha Gran Reserva, Perdriel",59,,2008,Red,,,,,,,,,2,DC,2,23,
barcelona,180,180,,"Malbec, Achaval Ferrer, Finca Bella Vista, Perdriel",189,,2011,Red,Achaval - Ferrer,Malbec,Perdriel,Finca Bella Vista,Argentina,Mendoza,NA,NA,2,DC,74,20,
barcelona,181,181,,"Malbec, Earth First, Organically Grown",30,,2011,Red,Earth First,Malbec,NA,NA,Argentina,Mendoza,NA,NA,2,DC,84,30,
barcelona,182,182,,"Cabernet Sauvignon, Casarena",40,,2012,Red,Casarena,Cabernet Sauvignon,NA,NA,Argentina,Mendoza,Lujan de Cuyo,Agrelo,2,DC,21,29,
barcelona,183,183,,"Earth First, Organically Grown Reserva",52,,2009,Red,Earth First,Malbec Blend,Reserva,NA,Argentina,Mendoza,NA,NA,2,DC,3,24,
barcelona,184,184,,"Quieto, Agrelo",44,,2006,Red,Quieto,Malbec Blend,NA,NA,Argentina,Mendoza,Lujan de Cuyo,Agrelo,2,DC,59,21,
barcelona,185,185,,"Quieto, Reserva, Agrelo",64,,2006,Red,Quieto,Malbec Blend,Reserva,NA,Argentina,Mendoza,Lujan de Cuyo,Agrelo,2,DC,57,20,
barcelona,186,186,,"Vistalba, Corte C",28,,2011,Red,Bodega Vistalba,Red Bordeaux Blend,Corte C,NA,Argentina,Mendoza,Lujan de Cuyo,Vistalba,2,DC,53,27,
barcelona,187,187,,"Vistalba, Corte B ",56,,2010,Red,Bodega Vistalba,Red Blend,Corte B,NA,Argentina,Mendoza,Lujan de Cuyo,Vistalba,2,DC,67,21,
barcelona,188,188,,Nicol_s Catena Zapata,210,,2008,Red,Bodega Catena Zapata,Red Bordeaux Blend,Nicolas Catena Zapata,NA,Argentina,Mendoza,NA,NA,2,DC,11,29,
barcelona,189,189,1,"Malbec, Punta Pays, Cruz de Piedra",23,,2012,Red,,,,,,,,,2,DC,64,22,
barcelona,190,190,,"Malbec, Do_a Silvina",47,,2009,Red,CK Dona Silvina,Malbec,NA,NA,Argentina,Mendoza,NA,NA,2,DC,28,25,
barcelona,191,191,,"Bonarda, Familia Mayol, Vista Flores",33,,2012,Red,Familia Mayol,Bonarda,NA,Pircas,Argentina,Mendoza,Valle de Uco,Vista Flores,2,DC,75,7,
barcelona,192,192,1,"Malbec, Gouguenheim, Tupungato",28,,2012,Red,,,,,,,,,2,DC,73,9,
barcelona,193,193,1,"Malbec, Tierra Divina, Old Vines, San Carlos",44,,2009,Red,,,,,,,,,2,DC,16,30,
barcelona,194,194,1,"Malbec, Vale la Pena, Single Vineyard, San Carlos",68,,2007,Red,,,,,,,,,2,DC,49,24,
barcelona,195,195,1,"Malbec, Finca Abril, Rapsodia, La Consulta",40,,2010,Red,,,,,,,,,2,DC,64,9,
barcelona,196,196,1,"Malbec, Finca Abril, Single Vineyard de 1922, La Consulta",68,,2007,Red,,,,,,,,,2,DC,12,18,
barcelona,197,197,,"Cabernet Sauvignon, Navarro Correas, Alegor_a, Gran Reserva",56,,2007,Red,Navarro Correas,Cabernet Sauvignon,Alegoria Gran Reserva,NA,Argentina,Mendoza,NA,NA,2,DC,16,27,
barcelona,198,198,,"Familia Mayol, Cuatro Primos",50,,2011,Red,Familia Mayol,Malbec Blend,Cuatro Primos,NA,Argentina,Mendoza,NA,NA,2,DC,51,12,
barcelona,199,199,,"Finca Flichman, Paisaje de Tupungato, Tupungato",39,,2008,Red,Finca Flichman,Red Bordeaux Blend,Paisaje de Tupungato,NA,Argentina,Mendoza,NA,NA,2,DC,24,3,
barcelona,200,200,,"Antucura, Calcura",45,,2010,Red,Antucura,Red Blend,Calcura,NA,Argentina,Mendoza,Valle de Uco,NA,2,DC,8,2,
barcelona,201,201,,"Antucura, Gran Vin, Vista Flores",65,,2007,Red,Antucura,Red Bordeaux Blend,Gran Vin,NA,Argentina,Mendoza,Valle de Uco,Vista Flores,2,DC,1,10,
barcelona,202,202,,"Achaval Ferrer, Quimera",90,,2010,Red,Achaval - Ferrer,Red Bordeaux Blend,Quimera,NA,Argentina,Mendoza,Lujan de Cuyo,NA,2,DC,11,15,
barcelona,203,203,1,"La Posta del Vi_atero, Cocina Blend, La Consulta",32,,2011,Red,,,,,,,,,2,DC,93,2,
barcelona,204,204,,"Malbec, Michel Torino, Don David",40,,2011,Red,Don David,Malbec,NA,Michel Torino,Argentina,Salta,NA,Calchaquies,2,DC,55,20,
